result
"AnalyzerOutput(output=others, probas={others: 0.798, joy: 0.192, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.023, surprise: 0.003, disgust: 0.002, sadness: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, disgust: 0.016, joy: 0.006, sadness: 0.003, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.920, joy: 0.065, sadness: 0.006, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.544, others: 0.403, sadness: 0.041, surprise: 0.004, fear: 0.004, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.009, disgust: 0.006, surprise: 0.003, sadness: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.917, joy: 0.072, surprise: 0.004, fear: 0.002, sadness: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.021, sadness: 0.004, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.926, disgust: 0.035, sadness: 0.016, fear: 0.011, joy: 0.007, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.952, joy: 0.038, sadness: 0.003, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.014, fear: 0.004, sadness: 0.002, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.852, joy: 0.137, surprise: 0.003, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, disgust: 0.007, joy: 0.007, fear: 0.003, sadness: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.907, joy: 0.084, surprise: 0.002, disgust: 0.002, anger: 0.002, fear: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.931, joy: 0.056, sadness: 0.004, surprise: 0.004, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.952, others: 0.040, anger: 0.003, surprise: 0.002, fear: 0.002, disgust: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.806, others: 0.183, surprise: 0.004, sadness: 0.004, fear: 0.001, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.033, surprise: 0.006, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.962, joy: 0.026, surprise: 0.004, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.033, sadness: 0.003, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.017, fear: 0.003, disgust: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.028, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.011, fear: 0.005, disgust: 0.005, sadness: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.625, joy: 0.359, sadness: 0.007, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.015, disgust: 0.005, sadness: 0.005, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.980, joy: 0.008, disgust: 0.005, surprise: 0.002, anger: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.021, surprise: 0.003, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=joy, probas={joy: 0.810, others: 0.175, sadness: 0.008, surprise: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.822, joy: 0.158, surprise: 0.014, sadness: 0.002, fear: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.010, surprise: 0.003, disgust: 0.003, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.956, joy: 0.034, surprise: 0.004, disgust: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.029, sadness: 0.004, fear: 0.003, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.017, sadness: 0.004, fear: 0.003, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.916, joy: 0.072, surprise: 0.003, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.030, sadness: 0.006, surprise: 0.004, disgust: 0.004, fear: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.935, joy: 0.052, sadness: 0.004, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.009, surprise: 0.004, disgust: 0.004, sadness: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.990, fear: 0.002, others: 0.002, disgust: 0.002, anger: 0.001, surprise: 0.001, joy: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.944, joy: 0.045, surprise: 0.003, sadness: 0.003, disgust: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.012, surprise: 0.005, fear: 0.003, disgust: 0.003, sadness: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.939, joy: 0.050, fear: 0.003, surprise: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.012, disgust: 0.003, sadness: 0.003, surprise: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.950, joy: 0.038, sadness: 0.003, disgust: 0.003, surprise: 0.003, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.974, disgust: 0.008, joy: 0.007, sadness: 0.004, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.008, disgust: 0.006, sadness: 0.002, fear: 0.002, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.932, joy: 0.054, sadness: 0.006, surprise: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.010, fear: 0.005, sadness: 0.003, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.009, fear: 0.007, sadness: 0.006, disgust: 0.006, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.039, surprise: 0.004, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=disgust, probas={disgust: 0.784, others: 0.192, fear: 0.007, anger: 0.006, sadness: 0.006, joy: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.010, disgust: 0.004, surprise: 0.003, anger: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.869, disgust: 0.075, fear: 0.026, sadness: 0.014, joy: 0.008, surprise: 0.004, anger: 0.004})"
"AnalyzerOutput(output=others, probas={others: 0.595, joy: 0.350, sadness: 0.043, surprise: 0.005, fear: 0.003, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.958, disgust: 0.027, joy: 0.005, anger: 0.004, fear: 0.002, sadness: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.860, joy: 0.119, surprise: 0.014, fear: 0.002, sadness: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.027, sadness: 0.003, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, disgust: 0.004, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, disgust: 0.019, joy: 0.004, anger: 0.003, surprise: 0.002, fear: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.948, joy: 0.033, sadness: 0.007, surprise: 0.005, fear: 0.005, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.012, sadness: 0.007, disgust: 0.004, fear: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.014, sadness: 0.008, disgust: 0.004, surprise: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.554, others: 0.429, sadness: 0.008, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.884, joy: 0.070, sadness: 0.031, surprise: 0.008, disgust: 0.003, fear: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.952, joy: 0.033, sadness: 0.004, fear: 0.004, surprise: 0.003, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.009, disgust: 0.005, surprise: 0.005, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.894, joy: 0.097, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.009, disgust: 0.008, sadness: 0.007, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.034, surprise: 0.003, disgust: 0.002, sadness: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.011, surprise: 0.003, disgust: 0.003, fear: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.016, sadness: 0.006, disgust: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.935, joy: 0.054, surprise: 0.004, disgust: 0.002, anger: 0.002, fear: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.802, sadness: 0.145, joy: 0.023, fear: 0.012, disgust: 0.008, surprise: 0.007, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.020, sadness: 0.005, surprise: 0.003, fear: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.497, others: 0.433, sadness: 0.035, joy: 0.021, surprise: 0.007, disgust: 0.004, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.535, others: 0.449, sadness: 0.006, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.016, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.022, fear: 0.003, sadness: 0.003, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.567, joy: 0.422, surprise: 0.003, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.030, fear: 0.003, sadness: 0.003, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.017, fear: 0.003, disgust: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.931, joy: 0.054, fear: 0.004, surprise: 0.004, sadness: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.920, joy: 0.055, sadness: 0.012, surprise: 0.005, disgust: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.007, disgust: 0.007, sadness: 0.003, fear: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.025, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.947, joy: 0.043, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.787, others: 0.204, surprise: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.002, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.867, joy: 0.122, sadness: 0.003, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.027, sadness: 0.003, fear: 0.002, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.730, others: 0.258, surprise: 0.006, fear: 0.002, anger: 0.002, sadness: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.017, disgust: 0.004, sadness: 0.002, fear: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.871, others: 0.119, surprise: 0.003, sadness: 0.002, fear: 0.002, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.883, joy: 0.096, sadness: 0.009, fear: 0.005, surprise: 0.005, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.894, others: 0.098, surprise: 0.002, sadness: 0.002, fear: 0.002, anger: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.882, disgust: 0.093, joy: 0.011, sadness: 0.006, fear: 0.003, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.901, others: 0.090, surprise: 0.003, anger: 0.002, fear: 0.001, sadness: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.930, joy: 0.039, sadness: 0.015, surprise: 0.008, fear: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.018, fear: 0.003, sadness: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.721, others: 0.232, joy: 0.029, sadness: 0.009, surprise: 0.006, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.447, sadness: 0.401, fear: 0.109, joy: 0.023, surprise: 0.011, disgust: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.015, fear: 0.004, disgust: 0.004, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.015, fear: 0.003, disgust: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.021, surprise: 0.007, disgust: 0.003, fear: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.973, others: 0.018, surprise: 0.003, sadness: 0.002, anger: 0.002, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.879, joy: 0.111, fear: 0.003, surprise: 0.002, anger: 0.002, disgust: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.025, sadness: 0.006, fear: 0.003, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, disgust: 0.009, joy: 0.006, fear: 0.003, sadness: 0.002, anger: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.009, fear: 0.004, disgust: 0.003, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.771, joy: 0.217, sadness: 0.003, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.483, others: 0.441, joy: 0.054, fear: 0.009, surprise: 0.005, disgust: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.968, fear: 0.011, joy: 0.011, disgust: 0.004, sadness: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.843, joy: 0.139, sadness: 0.008, surprise: 0.005, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.014, surprise: 0.003, disgust: 0.003, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.013, sadness: 0.006, fear: 0.004, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.021, disgust: 0.003, sadness: 0.002, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.044, sadness: 0.003, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.010, disgust: 0.005, sadness: 0.005, fear: 0.002, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.950, joy: 0.040, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.023, disgust: 0.003, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.016, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.008, disgust: 0.005, surprise: 0.002, fear: 0.002, anger: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.942, joy: 0.045, surprise: 0.004, disgust: 0.003, anger: 0.003, fear: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.880, joy: 0.101, sadness: 0.009, surprise: 0.005, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=disgust, probas={disgust: 0.832, others: 0.148, anger: 0.007, sadness: 0.006, fear: 0.003, joy: 0.003, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.009, disgust: 0.005, anger: 0.002, surprise: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.843, sadness: 0.119, joy: 0.012, disgust: 0.011, fear: 0.007, surprise: 0.006, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.962, joy: 0.020, fear: 0.006, sadness: 0.006, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, disgust: 0.004, fear: 0.003, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.021, disgust: 0.003, sadness: 0.003, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.012, fear: 0.009, sadness: 0.005, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.012, disgust: 0.007, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.013, disgust: 0.003, sadness: 0.002, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.010, disgust: 0.006, sadness: 0.005, fear: 0.005, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.022, fear: 0.003, disgust: 0.002, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.018, sadness: 0.012, fear: 0.004, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.020, surprise: 0.003, sadness: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.988, sadness: 0.004, others: 0.003, surprise: 0.002, disgust: 0.001, anger: 0.001, joy: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.013, disgust: 0.004, surprise: 0.003, sadness: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.009, fear: 0.009, sadness: 0.004, surprise: 0.004, disgust: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, disgust: 0.008, joy: 0.006, fear: 0.004, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.031, disgust: 0.002, sadness: 0.002, surprise: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.378, others: 0.316, sadness: 0.290, fear: 0.005, surprise: 0.004, disgust: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.962, joy: 0.027, fear: 0.003, surprise: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=disgust, probas={disgust: 0.841, others: 0.140, anger: 0.006, fear: 0.003, surprise: 0.003, sadness: 0.003, joy: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.012, disgust: 0.004, surprise: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.889, joy: 0.084, fear: 0.015, surprise: 0.006, sadness: 0.003, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.009, disgust: 0.004, surprise: 0.003, fear: 0.003, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=fear, probas={fear: 0.970, others: 0.019, joy: 0.003, sadness: 0.002, surprise: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.022, fear: 0.003, surprise: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.916, joy: 0.047, sadness: 0.025, surprise: 0.004, disgust: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.943, others: 0.049, surprise: 0.002, anger: 0.002, sadness: 0.002, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.016, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.605, sadness: 0.320, joy: 0.049, disgust: 0.009, surprise: 0.008, fear: 0.006, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.978, disgust: 0.008, joy: 0.006, anger: 0.002, fear: 0.002, sadness: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.023, surprise: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.653, joy: 0.307, sadness: 0.028, surprise: 0.004, fear: 0.003, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.704, joy: 0.284, surprise: 0.005, fear: 0.002, sadness: 0.002, anger: 0.002, disgust: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.941, joy: 0.050, fear: 0.002, surprise: 0.002, sadness: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.023, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.008, disgust: 0.004, surprise: 0.003, anger: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.967, others: 0.025, surprise: 0.002, sadness: 0.002, fear: 0.002, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.923, joy: 0.065, sadness: 0.004, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.017, sadness: 0.004, fear: 0.003, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.698, joy: 0.287, surprise: 0.005, sadness: 0.005, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.007, disgust: 0.005, surprise: 0.003, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.716, others: 0.273, surprise: 0.004, fear: 0.002, sadness: 0.002, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.986, others: 0.006, fear: 0.003, disgust: 0.002, joy: 0.002, anger: 0.001, surprise: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.981, joy: 0.008, disgust: 0.004, fear: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.591, others: 0.393, surprise: 0.010, fear: 0.002, disgust: 0.002, anger: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.746, joy: 0.243, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.962, joy: 0.017, sadness: 0.009, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.011, sadness: 0.009, fear: 0.007, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.498, others: 0.440, joy: 0.037, fear: 0.013, disgust: 0.006, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.950, joy: 0.035, sadness: 0.005, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.012, surprise: 0.005, fear: 0.003, disgust: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
